-42.24890137	-124.86319733	-4.91414023
-41.74890137	-124.86319733	-4.91814518
-41.24890137	-124.86319733	-4.92367073
-40.74890137	-124.86319733	-4.92729058
-40.24890137	-124.86319733	-4.93036507
-39.74890137	-124.86319733	-4.93329660
-39.24890137	-124.86319733	-4.93566161
-38.74890137	-124.86319733	-4.93801301
-38.24890137	-124.86319733	-4.93994288
-37.74890137	-124.86319733	-4.94181920
-37.24890137	-124.86319733	-4.94338495
-36.74890137	-124.86319733	-4.94487524
-36.24890137	-124.86319733	-4.94613727
-35.74890137	-124.86319733	-4.94731674
-35.24890137	-124.86319733	-4.94832853
-34.74890137	-124.86319733	-4.94926002
-34.24890137	-124.86319733	-4.95006758
-33.74890137	-124.86319733	-4.95080249
-33.24890137	-124.86319733	-4.95144479
-32.74890137	-124.86319733	-4.95202444
-32.24890137	-124.86319733	-4.95253398
-31.74890137	-124.86319733	-4.95299119
-31.24890137	-124.86319733	-4.95339470
-30.74890137	-124.86319733	-4.95375541
-30.24890137	-124.86319733	-4.95407458
-29.74890137	-124.86319733	-4.95435922
-29.24890137	-124.86319733	-4.95461151
-28.74890137	-124.86319733	-4.95483618
-28.24890137	-124.86319733	-4.95503553
-27.74890137	-124.86319733	-4.95521291
-27.24890137	-124.86319733	-4.95537040
-26.74890137	-124.86319733	-4.95551047
-26.24890137	-124.86319733	-4.95563489
-25.74890137	-124.86319733	-4.95574553
-25.24890137	-124.86319733	-4.95584385
-24.74890137	-124.86319733	-4.95593128
-24.24890137	-124.86319733	-4.95600898
-23.74890137	-124.86319733	-4.95607808
-23.24890137	-124.86319733	-4.95613952
-22.74890137	-124.86319733	-4.95619417
-22.24890137	-124.86319733	-4.95624277
-21.74890137	-124.86319733	-4.95628600
-21.24890137	-124.86319733	-4.95632446
-20.74890137	-124.86319733	-4.95635868
-20.24890137	-124.86319733	-4.95638914
-19.74890137	-124.86319733	-4.95641625
-19.24890137	-124.86319733	-4.95644039
-18.74890137	-124.86319733	-4.95646189
-18.24890137	-124.86319733	-4.95648103
-17.74890137	-124.86319733	-4.95649809
-17.24890137	-124.86319733	-4.95651330
-16.74890137	-124.86319733	-4.95652685
-16.24890137	-124.86319733	-4.95653894
-15.74890137	-124.86319733	-4.95654972
-15.24890137	-124.86319733	-4.95655935
-14.74890137	-124.86319733	-4.95656794
-14.24890137	-124.86319733	-4.95657562
-13.74890137	-124.86319733	-4.95658248
-13.24890137	-124.86319733	-4.95658862
-12.74890137	-124.86319733	-4.95659411
-12.24890137	-124.86319733	-4.95659903
-11.74890137	-124.86319733	-4.95660344
-11.24890137	-124.86319733	-4.95660740
-10.74890137	-124.86319733	-4.95661096
-10.24890137	-124.86319733	-4.95661416
-9.74890137	-124.86319733	-4.95661705
-9.24890137	-124.86319733	-4.95661966
-8.74890137	-124.86319733	-4.95662201
-8.24890137	-124.86319733	-4.95662415
-7.74890137	-124.86319733	-4.95662610
-7.24890137	-124.86319733	-4.95662788
-6.74890137	-124.86319733	-4.95662951
-6.24890137	-124.86319733	-4.95663101
-5.74890137	-124.86319733	-4.95663240
-5.24890137	-124.86319733	-4.95663370
-4.74890137	-124.86319733	-4.95663492
-4.24890137	-124.86319733	-4.95663607
-3.74890137	-124.86319733	-4.95663717
-3.24890137	-124.86319733	-4.95663823
-2.74890137	-124.86319733	-4.95663926
-2.24890137	-124.86319733	-4.95664028
-1.74890137	-124.86319733	-4.95664129
-1.24890137	-124.86319733	-4.95664231
-0.74890137	-124.86319733	-4.95664335
-0.24890137	-124.86319733	-4.95664443
0.25109863	-124.86319733	-4.95664554
0.75109863	-124.86319733	-4.95664671
1.25109863	-124.86319733	-4.95664795
1.75109863	-124.86319733	-4.95664927
2.25109863	-124.86319733	-4.95665070
2.75109863	-124.86319733	-4.95665224
3.25109863	-124.86319733	-4.95665391
3.75109863	-124.86319733	-4.95665574
4.25109863	-124.86319733	-4.95665775
4.75109863	-124.86319733	-4.95665995
5.25109863	-124.86319733	-4.95666239
5.75109863	-124.86319733	-4.95666508
6.25109863	-124.86319733	-4.95666806
6.75109863	-124.86319733	-4.95667137
7.25109863	-124.86319733	-4.95667505
7.75109863	-124.86319733	-4.95667913
8.25109863	-124.86319733	-4.95668368
8.75109863	-124.86319733	-4.95668875
9.25109863	-124.86319733	-4.95669441
9.75109863	-124.86319733	-4.95670071
10.25109863	-124.86319733	-4.95670775
10.75109863	-124.86319733	-4.95671560
11.25109863	-124.86319733	-4.95672437
11.75109863	-124.86319733	-4.95673416
12.25109863	-124.86319733	-4.95674511
12.75109863	-124.86319733	-4.95675734
13.25109863	-124.86319733	-4.95677102
13.75109863	-124.86319733	-4.95678630
14.25109863	-124.86319733	-4.95680340
14.75109863	-124.86319733	-4.95682252
15.25109863	-124.86319733	-4.95684393
15.75109863	-124.86319733	-4.95686790
16.25109863	-124.86319733	-4.95689477
16.75109863	-124.86319733	-4.95692488
17.25109863	-124.86319733	-4.95695864
17.75109863	-124.86319733	-4.95699642
18.25109863	-124.86319733	-4.95703872
18.75109863	-124.86319733	-4.95708634
19.25109863	-124.86319733	-4.95714065
19.75109863	-124.86319733	-4.95720187
20.25109863	-124.86319733	-4.95727432
20.75109863	-124.86319733	-4.95735622
21.25109863	-124.86319733	-4.95744804
21.75109863	-124.86319733	-4.95754628
22.25109863	-124.86319733	-4.95765415
22.75109863	-124.86319733	-4.95776756
